year,country_code,Population,gdp_per_capita_2017ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd,,,,,
2013,COK,,,,,,,,,
2014,COK,,,,,,,,,
2015,COK,,,,,,,,,
2016,COK,,,,,,,,,
2017,COK,15076,,,22923,,,,,
2018,COK,15153,,,23935,,,,,
2019,COK,15216,,,24913,,,,,
2006,COL,43200901,10623,9036,3741,,,,,
2007,COL,43737512,11199,9782,4714,,,,,
2008,COL,44254972,11432,10179,5473,,,,,
2009,COL,44750054,11434,10259,5193,,,,,
2010,COL,45222699,11823,10732,6337,,,,,
2011,COL,45662747,12523,11604,7335,,,,,
2012,COL,46075721,12896,12019,8050,,,,,
2013,COL,46495492,13436,12728,8218,,,,,
2014,COL,46967706,13899,13307,8114,,,,,
2015,COL,47520667,14144,13266,6176,,,,,
2016,COL,48175048,14243,13859,5871,,,,,
2017,COL,48909844,14220,14220,6377,,,,,
2018,COL,49661056,14357,15056,6717,,,,,
2019,COL,50339443,14625,16012,6429,,,,,
2006,COM,626425,2822,2070,1115,,,,,
2007,COM,641620,2777,2092,1240,,,,,
2008,COM,657229,2820,2165,1393,,,,,
2009,COM,673252,2841,2198,1345,,,,,
2010,COM,689692,2878,2253,1316,,,,,
2011,COM,706569,2925,2337,1448,,,,,
2012,COM,723871,2946,2511,1403,,,,,
2013,COM,741505,3006,2636,1505,,,,,
2014,COM,759390,2996,2717,1514,,,,,
2015,COM,777424,2960,2710,1243,,,,,
2016,COM,795592,2988,2864,1273,,,,,
2017,COM,813892,3032,3032,1324,,,,,
2018,COM,832322,3067,3142,1416,,,,,
2019,COM,850886,3060,3195,1370,,,,,
2006,CPV,469170,5291,4552,2361,,,,,
2007,CPV,475060,6018,5317,3187,,,,,
2008,CPV,480842,6341,5711,3721,,,,,
2009,CPV,486671,6186,5614,3517,,,,,
2010,CPV,492654,6200,5692,3378,,,,,
2011,CPV,498856,6366,5967,3740,,,,,
2012,CPV,505235,6354,5819,3448,,,,,
2013,CPV,511748,6323,5793,3616,,,,,
2014,CPV,518269,6282,5748,3589,,,,,
2015,CPV,524743,6267,5994,3043,,,,,
2016,CPV,531146,6483,6323,3131,,,,,
2017,CPV,537497,6643,6643,3293,,,,,
2018,CPV,543767,6864,7031,3617,,,,,
2019,CPV,549935,7172,7489,3604,,,,,
2006,CRI,4345412,14727,10677,5202,,,,,
2007,CRI,4404628,15716,11700,6072,,,,,
2008,CRI,4463125,16231,12318,6859,,,,,
2009,CRI,4520740,15869,12135,6760,,,,,
2010,CRI,4577378,16448,12725,8142,,,,,
2011,CRI,4633086,16950,13388,9122,,,,,
2012,CRI,4688000,17555,14092,9913,,,,,
2013,CRI,4742107,17749,14651,10490,,,,,
2014,CRI,4795396,18169,15623,10547,,,,,
2015,CRI,4847804,18625,16586,11299,,,,,
2016,CRI,4899345,19212,18609,11666,,,,,
2017,CRI,4949954,19749,19749,11815,,,,,
2018,CRI,4999441,20074,20375,12112,,,,,
2019,CRI,5047561,20297,21738,12244,,,,,
2006,CUB,11261248,,,4684,,,,,
2007,CUB,11251122,,,5209,,,,,
2008,CUB,11236971,,,5411,,,,,
2009,CUB,11226709,,,5530,,,,,
2010,CUB,11225832,,,5730,,,,,
2011,CUB,11236670,,,6140,,,,,
2012,CUB,11257101,,,6497,,,,,
2013,CUB,11282720,,,6838,,,,,
2014,CUB,11306902,,,7133,,,,,
2015,CUB,11324781,,,7694,,,,,
2016,CUB,11335109,,,8061,,,,,
2017,CUB,11339259,,,8541,,,,,
2018,CUB,11338138,,,8822,,,,,
2019,CUB,11333483,,,,,,,,
2006,CUW,141239,28829,25446,,,,,,
2007,CUW,144056,28963,26251,,,,,,
2008,CUW,145880,29227,27005,,,,,,
2009,CUW,146833,28883,26891,,,,,,
2010,CUW,148703,28543,26884,,,,,,
2011,CUW,150831,28313,27224,20146,,,,,
2012,CUW,152088,28040,26175,20587,,,,,
2013,CUW,153822,27504,25921,20463,,,,,
2014,CUW,155909,26827,25379,20258,,,,,
2015,CUW,157980,26549,25090,19951,,,,,
2016,CUW,159664,26010,24808,19555,,,,,
2017,CUW,160175,25475,25475,19458,,,,,
2018,CUW,159800,24982,25591,19574,,,,,
2019,CUW,157538,24479,25563,19689,,,,,
2006,CYM,50740,80351,71391,82784,,,,,
2007,CYM,52280,80451,73400,85433,,,,,
2008,CYM,53836,77846,72405,85187,,,,,
2009,CYM,55322,70300,65885,77399,,,,,
2010,CYM,56672,66762,63298,73352,,,,,
2011,CYM,57878,66135,64014,72328,,,,,
2012,CYM,58958,65722,62801,72783,,,,,
2013,CYM,59932,65481,62441,73516,,,,,
2014,CYM,60848,66207,63067,74990,,,,,
2015,CYM,61724,67117,64230,76280,,,,,
2016,CYM,62569,68356,66634,78465,,,,,
2017,CYM,63382,69572,69572,81302,,,,,
2018,CYM,64174,71549,73292,85975,,,,,
2019,CYM,64948,,,,,,,,
2006,CYP,1045507,38776,29979,26729,,,,,
2007,CYP,1063713,39895,32847,31245,,,,,
2008,CYP,1081563,40324,34830,35397,,,,,
2009,CYP,1098083,38465,33917,32109,,,,,
2010,CYP,1112612,38227,33446,31024,,,,,
2011,CYP,1124833,37414,33314,32396,,,,,
2012,CYP,1135046,35578,31835,28912,,,,,
2013,CYP,1143866,33324,30375,27729,,,,,
2014,CYP,1152285,33065,30043,27130,,,,,
2015,CYP,1160985,34376,31722,23334,,,,,
2016,CYP,1170187,36527,35389,24533,,,,,
2017,CYP,1179680,37767,37767,26339,,,,,
2018,CYP,1189265,38822,39737,28690,,,,,
2019,CYP,1198575,39545,41254,27858,,,,,
2006,CZE,10238905,32456,23892,15262,,,,,
2007,CZE,10298828,34065,26250,18467,,,,,
2008,CZE,10384603,34691,27974,22805,,,,,
2009,CZE,10443936,32887,27782,19862,,,,,
2010,CZE,10474410,33590,27903,19960,,,,,
2011,CZE,10496088,34111,29001,21871,,,,,
2012,CZE,10510785,33796,29255,19871,,,,,
2013,CZE,10514272,33769,30818,20133,,,,,
2014,CZE,10525347,34497,32502,19891,,,,,
2015,CZE,10546059,36284,33899,17830,,,,,
2016,CZE,10566332,37133,36098,18575,,,,,
2017,CZE,10594438,38949,38949,20636,,,,,
2018,CZE,10629928,40054,42425,23416,,,,,
2019,CZE,10669709,40836,44296,23495,,,,,
2006,DEU,82376451,45756,34115,36323,,,,,
2007,DEU,82266372,47181,36243,41587,,,,,
2008,DEU,82110097,47725,37802,45427,,,,,
2009,DEU,81902307,45122,36843,41486,,,,,
2010,DEU,81776930,47080,38982,41532,,,,,
2011,DEU,80274983,49843,42542,46645,,,,,
2012,DEU,80425823,49958,43360,43858,,,,,
2013,DEU,80645605,50040,44994,46286,,,,,
2014,DEU,80982500,50933,47012,47960,,,,,
2015,DEU,81686611,51247,47610,41087,,,,,
2016,DEU,82348669,51969,50580,42108,,,,,
2017,DEU,82657002,53122,53122,44553,,,,,
2018,DEU,82905782,53634,56689,47811,,,,,
2019,DEU,83132799,53785,57530,46445,,,,,
2006,DJI,794563,,,968,,,,,
2007,DJI,805451,,,1053,,,,,
2008,DJI,816358,,,1224,,,,,
2009,DJI,827823,,,1267,,,,,
2010,DJI,840198,,,1343,,,,,
2011,DJI,853674,,,1452,,,,,
2012,DJI,868136,,,1559,,,,,
2013,DJI,883293,4028,4104,2313,,,,,
2014,DJI,898696,4239,4289,2464,,,,,
2015,DJI,913993,4489,4574,2659,,,,,
2016,DJI,929112,4710,4693,2802,,,,,
2017,DJI,944097,4885,4885,2914,,,,,
2018,DJI,958920,5214,5341,3142,,,,,
2019,DJI,973560,5535,5780,3415,,,,,
2006,DMA,70718,10614,8301,5518,,,,,
2007,DMA,70795,11276,9055,5952,,,,,
2008,DMA,70827,12073,9884,6469,,,,,
2009,DMA,70851,11928,9840,6903,,,,,
2010,DMA,70878,12004,10018,6967,,,,,
2011,DMA,70916,11970,10199,7065,,,,,
2012,DMA,70965,11835,9945,6848,,,,,
2013,DMA,71016,11709,10146,7017,,,,,
2014,DMA,71085,12218,10910,7318,,,,,
2015,DMA,71183,11872,11140,7596,,,,,
2016,DMA,71307,12155,11950,8081,,,,,
2017,DMA,71458,11304,11304,7275,,,,,
2018,DMA,71625,11537,11818,7694,,,,,
2019,DMA,71808,11917,12444,8111,,,,,
2006,DNK,5437272,53493,37284,52027,,,,,
2007,DNK,5461438,53740,38959,58487,,,,,
2008,DNK,5493621,53152,41278,64322,,,,,
2009,DNK,5523095,50274,40361,58163,,,,,
2010,DNK,5547683,50988,43036,58041,,,,,
2011,DNK,5570572,51457,44403,61754,,,,,
2012,DNK,5591572,51380,44804,58508,,,,,
2013,DNK,5614932,51644,46727,61191,,,,,
2014,DNK,5643475,52215,47901,62549,,,,,
2015,DNK,5683483,53062,49045,53255,,,,,
2016,DNK,5728010,54358,51976,54664,,,,,
2017,DNK,5764980,55533,55533,57610,,,,,
2018,DNK,5793636,56461,59276,61599,,,,,
2019,DNK,5818553,57821,62090,60170,,,,,
2006,DOM,9218686,11087,9275,4109,,,,,
2007,DOM,9338861,11756,10099,4708,,,,,
2008,DOM,9458075,11981,10492,5088,,,,,
2009,DOM,9576737,11944,10539,5039,,,,,
2010,DOM,9695121,12782,11410,5555,,,,,
2011,DOM,9813210,13024,11869,5913,,,,,
